Total Water Withdrawals (bcm),GDP (current US$),Agriculture Water Withdrawals (%),Water Stress Level (%),Domestic Water Withdrawals (%),Water Productivity (2015 US$ GDP per cubic meter),Average Precipitation (mm per year),Renewable Internal Water Resources (bcm),Industry Water Withdrawals (%),Total Population,Year,Country
0.3921,21723531173,0.25503698,0.132242833,57.00076511,55.40303793,3142,801,42.74419791,8682174,2015,Papua New Guinea
0.69264,23552047248,23.00430176,1.837241379,43.99919162,58.7044201,1010,148,32.99650663,18771125,2004,Angola
21,18291994909,66.66031806,29.12621359,10.35139511,3.151396977,250,64.35,22.98828683,14883626,2000,Kazakhstan
81.862,2.81354E+11,94.78239668,18.13031538,1.470193832,3.334643651,1821,359.42,3.747409484,94033048,2017,Vietnam
5.225,1.41942E+11,6.188811415,9.02417962,14.17927327,22.0456256,589,6,79.63191532,9971727,2011,Hungary
1.704,6.87895E+11,9.228729537,6.498855835,53.72377219,415.7730854,1537,40.4,37.04749827,8373338,2016,Switzerland
43.39345458,1.16802E+12,43.48504674,38.23548734,20.73108855,43.28015559,832,182.5,35.78386471,56974100,2001,Italy
9.802,1.74911E+11,63.76409864,137.9203602,34.41024661,17.91467078,89,11.247,1.825654751,41927007,2018,Algeria
4.006,6777384700,78.90830421,37.60796095,14.00732235,5.024126718,657,12.26,7.08437344,11910978,2001,Zimbabwe
0.2819,4926471294,69.79166667,0.861552567,25.34722222,21.98595352,285,6.16,4.861111111,1915425,2003,Namibia
1.184,3.1433E+11,53.49975996,102.1482184,40.91214594,250.0463405,435,0.75,5.588094095,8215700,2014,Israel
1.3012,2.66792E+11,56.30612245,112.2595117,37.23469388,204.3960904,435,0.75,6.459183674,7765800,2011,Israel
0.3379,1907090813,94.08284024,1.413807531,5.029585799,5.560235898,2200,78,0.887573965,736357,2014,Bhutan
140.61125,2.56837E+11,77.25967861,18.75566893,8.973366563,3.348448204,2702,2018.7,13.76695483,225938595,2004,Indonesia
1.53515,1746064719,93.07809908,15.0830222,5.19142569,2.203268783,92,0.4,1.73047523,2761823,2001,Mauritania
5.0545,1.33131E+11,59.62014047,4.119396903,19.37877139,30.04877836,1732,327,21.00108814,4259800,2008,New Zealand
0.6836,32679745298,10.51784669,0.226883505,68.00760679,47.39148812,1543,900,21.47454652,73460021,2013,"Congo, Dem. Rep."
0.799,2.11877E+11,15.86357947,3.845043311,100,260.0727363,1118,49,15.54828151,4159914,2005,Ireland
1.044,12683070061,38.26211835,25.26621491,35.49399279,10.31087241,619,5.4,26.24388887,2076217,2018,North Macedonia
1.7642875,12243505583,51.43446367,5.746864821,28.61599772,6.655091019,1026,58.13,19.94953861,3786695,2010,Georgia
8.954,1.65979E+11,65.84693661,125.9884621,32.85986856,18.53688623,89,11.247,1.293194827,39543154,2015,Algeria
0.632,9128843109,63.13291139,22.97346419,35.28481013,15.18579867,2041,2.751,1.582278481,1247429,2009,Mauritius
0.175,830126470,75.78947368,1.495726496,17.94736842,4.871249808,1577,16,6.263157895,1527196,2009,Guinea-Bissau
1.358,64409647194,27.02503682,4.475939354,40.72164948,43.45616656,618,34,32.2533137,9419758,2019,Belarus
6.43394,26157892832,13.62503812,47.55665607,15.80930708,5.816885623,608,21,70.5656548,7716860,2004,Bulgaria
1.0884,36098550142,67.71407571,1.560430108,22.67548695,32.03195539,1604,273,9.610437339,24393181,2017,Cameroon
5.256193182,38203000000,52.78738692,18.08427037,32.72081252,9.985805052,1335,38.12,14.49180056,11225294,2004,Cuba
10.573,1.19131E+11,87.7768191,50.75121202,10.19077749,10.00823388,346,29,2.032403413,34248603,2014,Morocco
1.60928,726131434.7,96.47792802,3.674155251,2.642175383,1.848238241,2387,241,0.8798966,760323,2002,Guyana
0.6264,43535051482,7.712645902,4.516222062,12.32346682,58.23572434,656,15.46,79.96388728,3028115,2011,Lithuania
31.03232273,2.68697E+11,71.01563042,8.609566843,16.2054701,12.18737859,591,292,12.77889948,37480493,2001,Argentina
2.869,32273007554,81.13224095,72.84869106,14.34104402,11.80323429,207,4.195,4.52671504,10388344,2005,Tunisia
1.4486,56165172899,73.0574901,6.314734089,20.45609723,35.25699441,1187,30.3,6.486412672,29554303,2016,Ghana
0.3921,23210682538,0.25503698,0.132242833,57.00076511,51.9833856,3142,801,42.74419791,8464153,2014,Papua New Guinea
0.217,44530494505,59.00900901,374.137931,39.18918919,229.8087371,74,0.056,1.801801802,848710,2005,Qatar
10.573,1.10414E+11,87.7768191,50.75121202,10.19077749,10.4430499,346,29,2.032403413,34680458,2015,Morocco
3.78072,41906113686,76.27643249,95.9987812,22.53023643,13.03638367,207,4.195,1.193331079,12049314,2019,Tunisia
40.89688889,1.72566E+11,83.75824558,10.38624769,3.613675769,4.505931365,1522,885,12.62807866,16495538,2007,Chile
8.419,2.6834E+12,14.04988124,14.35464621,73.95486936,364.849956,1220,145,11.99524941,66058859,2017,United Kingdom
81.862,1.72595E+11,94.78239668,18.13031538,1.470193832,2.305031239,1821,359.42,3.747409484,88349117,2011,Vietnam
0.2122,2158496873,21.53628652,0.495794393,52.30914232,14.13939818,2526,160,26.15457116,5939163,2007,Sierra Leone
14.1444,1.34204E+11,87.52774397,125.9631312,8.800505955,1.877849008,252,7.132,3.671750078,18583557,2005,Syrian Arab Republic
0.8796,11239167048,76.4211005,4.294921875,11.78944975,11.59050346,322,15,11.78944975,15604210,2018,Chad
19.85,4.0416E+11,57.91435768,63.56067883,20.67506297,18.0569228,495,44.8,21.41057935,57339635,2018,South Africa
0.8657,3.44003E+11,32.82237461,23.40995133,54.13473175,332.319744,703,6,13.04289364,5570572,2011,Denmark
27.865,20214385965,94.29777492,143.5600206,2.700865708,0.713203858,161,1.405,3.001359376,5180957,2009,Turkmenistan
3.923,1.41034E+11,11.15648828,6.775474957,13.56200279,30.76713147,589,6,75.28150894,9866468,2014,Hungary
6.27918,34379808889,13.58571812,46.412743,15.81650387,6.814889333,608,21,70.59777801,7601022,2006,Bulgaria
0.2754,17867662178,0.072674419,0.37423563,27.61627907,60.9043095,1940,170,72.31104651,327386,2014,Iceland
2.92271,58847016045,73.14079566,4.987559727,19.0384777,20.12341913,2926,113,7.820726639,4945205,2016,Costa Rica
1.5632,824880550.3,94.77354145,3.568949772,3.921443193,1.882786024,2387,241,1.305015353,759709,2005,Guyana
11.5508,6.85348E+11,0.647574194,21.93051073,10.87370572,59.62594834,778,11,88.47872009,16319868,2005,Netherlands
0.01,1023086184,47,0.833333333,48,86.78788494,900,1.2,5,670071,2011,Comoros
1.4447,4748174334,94.34484668,3.298401827,4.243095452,3.190090878,2387,241,1.412057867,763252,2017,Guyana
0.820333333,1710843361,77.68224299,4.005533854,11.1588785,4.264582665,322,15,11.1588785,8538804,2001,Chad
0.0438,1511236656,8.675799087,2.565905097,45.66210046,36.80584476,788,5.23,45.66210046,1985384,2004,Lesotho
1.3568,5433040160,85.9375,17.50483809,10.546875,4.813919393,1181,16.14,3.515625,17405624,2016,Malawi
0.16938,14547325028,76.82875008,23.15199563,20.86444485,101.4847821,498,0.78,2.306805075,1000350,2003,Cyprus
5.37,1.32175E+11,6.010230179,9.274611399,14.1829784,21.05724806,589,6,79.80679142,10000023,2010,Hungary
2.914,44860969077,80.54173182,73.99131605,14.68866111,13.60404677,207,4.195,4.76960707,10680380,2008,Tunisia
1.5816,12145911801,4.591572813,17.11688312,4.813644796,11.4429264,626,12.71,90.59478239,1362550,2004,Estonia
0.0725,2072349794,0.551724138,0.335648148,82.89655172,25.61109785,1343,141,16.55172414,4996741,2017,Central African Republic
6.958,91370000000,64.93749102,23.93944607,24.42879724,12.58704452,1335,38.12,10.63371174,11342012,2016,Cuba
0.0317,8696304529,42.48927039,62.77227723,54.93562232,254.6934484,560,0.0505,2.575107296,412477,2009,Malta
475.6,1.09291E+13,34.72623609,30.13941698,11.51973255,29.69103087,715,2818,53.75377304,287625193,2002,United States
1.572,14056957976,73.28244275,2.835497836,18.44783715,8.097651152,1020,80.2,8.269720102,12402073,2007,Zambia
0.0849,3523185920,58.89281508,0.29737303,29.79976443,45.12561372,2592,28.55,11.30742049,896731,2008,Fiji
6.4626,48122547177,80.5942977,35.81578364,12.382745,7.917512315,1410,23.5,7.022957295,9522948,2008,Dominican Republic
0.2482,28169902669,15.68024596,1.462581025,62.68255188,101.7189438,667,16.94,21.63720215,2034319,2012,Latvia
2.6911,4.37E+11,31.39491677,2.046463878,28.80870987,149.9234689,1414,382,39.79637337,5311916,2018,Norway
7.456721212,1.61207E+11,59.34837284,104.9207994,35.2547443,18.90605122,89,11.247,5.39688286,35856344,2010,Algeria
31.69792045,97724004252,71.36175073,8.794229401,16.11977272,10.6315944,591,292,12.51847655,37885028,2002,Argentina
2.184,10401851851,94.0018315,1.036544851,4.487179487,5.517128525,1904,120.6,1.510989011,14155740,2009,Cambodia
77.5,2.49713E+11,79.16129032,141.1657559,13.87096774,4.86555468,18.1,1,6.967741936,103740765,2018,"Egypt, Arab Rep."
40.0573,1.55299E+12,5.619554695,4.125365603,14.22555663,34.91235235,537,2850,80.15488867,33247118,2008,Canada
92.95,3.49882E+11,92.17577706,81.28908129,6.645230439,4.071286448,228,128.5,1.178992497,72319418,2007,"Iran, Islamic Rep."
0.645333333,2.18096E+11,25.62046005,17.45087435,65.75363196,414.3168193,703,6,8.62590799,5390574,2003,Denmark
0.2819,12895153157,69.79166667,0.861552567,25.34722222,39.81032335,285,6.16,4.861111111,2364534,2017,Namibia
2.058676768,11451869202,91.720189,1.160471684,6.526699017,10.27443428,1146,303.5,1.753111982,9542663,2006,Bolivia
7.57,13279248479,96.03698811,4.934810952,1.717305152,1.776572669,1834,190.4,2.245706737,6691454,2014,Lao PDR
0.8873,44766722791,0.371914798,5.999323868,18.23509523,50.13347689,1162,18.67,81.39298997,2065042,2016,Slovenia
0.05666,23649833332,0.305923648,4.698175788,80.00225417,758.0847085,934,1,19.69182218,446175,2002,Luxembourg
10.59202222,8448469838,91.14577067,69.87743912,4.807530354,0.690325034,691,63.46,4.046698974,8136610,2013,Tajikistan
0.3858,26020850000,67.56373938,2.406737367,22.3796034,65.23160296,1784,15.63,10.05665722,6276342,2018,El Salvador
0.646923077,6964179194,59.70032917,0.995266272,32.17403068,10.4780726,1651,226,8.12564015,9779785,2008,Guinea
38.8175,3.14592E+11,76.25328456,28.83272673,12.66938018,11.31210484,593,227,11.07733526,66867327,2003,Turkiye
0.961,54177882426,0.312174818,6.497633536,17.79396462,50.6788243,1162,18.67,81.89386056,2073894,2018,Slovenia
7.707,8271108638,92.68929504,50.03895598,2.924281984,0.982516295,533,48.93,4.386422977,6322800,2018,Kyrgyz Republic
1.162,58539424930,51.63511188,5.087565674,27.53872633,51.51599771,1348,76.84,20.82616179,26147551,2019,Cote d'Ivoire
0.37039,22593470000,67.56373938,2.310605115,22.3796034,61.79677165,1784,15.63,10.05665722,6209526,2014,El Salvador
0.8796,10097778354,76.4211005,4.294921875,11.78944975,11.67051781,322,15,11.78944975,14592585,2016,Chad
0.019,2424391785,15.78947368,6.333333333,84.21052632,127.5995677,220,0.3,0,1006259,2015,Djibouti
0.843,8071469355,5.100830368,12.51856252,17.55634638,9.592788676,450,1.62,77.34282325,2803186,2016,Moldova
3.0258,23116897847,91.11484147,16.0861244,8.838398122,7.127263612,686,25.8,0.046760411,15574909,2018,Senegal
0.2819,8001779551,69.79166667,0.861552567,25.34722222,27.09791003,285,6.16,4.861111111,1986558,2006,Namibia
43.69794286,2.18002E+11,88.75816993,61.37351525,3.954248366,3.379432385,216,35.2,7.287581699,33864447,2012,Iraq
0.178668613,34343961073,32.31516834,1.052849811,50.815689,172.1332787,667,16.94,16.87371283,1913822,2019,Latvia
0.551,4583850368,43.92014519,4.045521292,12.88566243,12.20393611,241,34.8,43.19419238,2666713,2009,Mongolia
0.6159,5126188135,69.99512908,3.950609365,8.004546193,8.323085135,2331,99,22.00032473,575475,2015,Suriname
0.1016,1561763437,38.58267717,2.209656372,40.5511811,11.767296,836,3,20.86614173,1820542,2008,"Gambia, The"
57.307,5.44081E+11,90.37448086,23.01393518,4.77960423,8.033576593,1622,224.51,4.845914913,71307763,2019,Thailand
6.416,2.43317E+11,22.24127182,6.00692819,16.91084788,32.71468994,637,42.38,60.8478803,19473970,2018,Romania
34.0517,2.16201E+12,49.7163245,30.00414133,27.76510499,53.52019066,832,182.5,22.51857051,60789140,2014,Italy
0.0725,2221301401,0.551724138,0.335648148,82.89655172,27.40564605,1343,141,16.55172414,5209324,2019,Central African Republic
81.862,1.06015E+11,94.78239668,18.13031538,1.470193832,2.035377334,1821,359.42,3.747409484,86482923,2009,Vietnam
0.2122,2942546781,21.53628652,0.495794393,52.30914232,17.22299119,2526,160,26.15457116,6612385,2011,Sierra Leone
29.17766667,7.02717E+11,56.07870696,85.16540183,28.28531272,31.89570926,1274,64.85,15.63598032,47892330,2003,"Korea, Rep."
0.0198,11240809132,5.050505051,0.183503244,79.7979798,607.2226475,2156,26,15.15151515,1398927,2016,Equatorial Guinea
57.307,4.07339E+11,90.37448086,23.01393518,4.77960423,6.789777917,1622,224.51,4.845914913,69960943,2014,Thailand
0.26,20793168031,0.115384615,0.353308874,30.76923077,71.62092562,1940,170,76.15384615,335439,2016,Iceland
2.088,23963033429,91.95402299,1.177001127,6.513409962,12.730573,1146,303.5,1.53256705,10396246,2011,Bolivia
3.182,10546135160,80,64.19205164,16.67295597,3.323206898,562,6.859,3.433962264,2865835,2016,Armenia
0.9034,1.02446E+11,3.003356386,20.16968073,23.89816065,115.6429859,2054,7.1,73.09848296,3534874,2014,Puerto Rico
12.472,4.04649E+11,44.16833667,9.668217054,40.08016032,38.89153187,1150,221,15.75150301,188666931,2016,Nigeria
1.099477,3.56841E+11,59.67591864,29.73166577,36.23268154,298.058316,703,6,4.09139982,5793636,2018,Denmark
10.573,93216746662,87.7768191,50.75121202,10.19077749,7.418069763,346,29,2.032403413,32464865,2010,Morocco
0.0463,61696281326,1.030927835,3.839137645,91.54639175,1178.766409,934,1,7.422680412,518347,2011,Luxembourg
8.433,4.17479E+11,1.049925918,16.01101196,15.53824088,76.40193994,778,11,83.4118332,15925513,2000,Netherlands
6.958,1.03428E+11,64.93749102,23.93944607,24.42879724,13.08128937,1335,38.12,10.63371174,11316697,2019,Cuba
0.9318,1.0245E+11,2.585374733,20.80375084,23.52707555,113.4690385,2054,7.1,73.88754971,3593077,2013,Puerto Rico
2.660090909,4.14105E+11,54.69418246,1773.393939,44.42618358,130.3499894,78,0.15,0.879633953,8835951,2014,United Arab Emirates
0.615442857,45835098188,0.991156194,1.368258909,83.0458903,79.89794092,1113,37.7,15.96295351,4310145,2005,Croatia
1.67268,12664190300,61.479967,10.43468497,24.92915815,10.79468681,1784,15.63,13.59087485,6011275,2002,El Salvador
7.707,7702934800,92.68929504,50.03895598,2.924281984,0.946931462,533,48.93,4.386422977,6198200,2017,Kyrgyz Republic
33.231,11863016315,88.55573591,5.801501397,9.951664201,0.904981599,2091,1002.8,1.492599891,48088274,2006,Myanmar
0.00495,1226829563,0,16.5,95.93495935,489.7340979,1972,0.03,4.06504065,302135,2004,Maldives
10.705,1.30891E+11,41.55507945,13.87017362,21.96036422,9.227793246,565,55.1,36.48455633,44622518,2018,Ukraine
0.0725,2510126699,0.551724138,0.335648148,82.89655172,35.21604014,1343,141,16.55172414,4773306,2012,Central African Republic
0.1639,17759890110,71.45287513,282.5862069,23.81762504,205.5560048,74,0.056,4.72949983,645937,2000,Qatar
0.195454546,9918907108,37.92535186,2.043862234,43.01621236,51.9058136,416,2.4,19.05843577,1892807,2005,Botswana
0.6159,5145757576,69.99512908,3.950609365,8.004546193,8.595059322,2331,99,22.00032473,563947,2013,Suriname
0.5655,3446441698,54.67517463,0.87,36.25853093,10.10329828,1651,226,9.066294443,8772254,2003,Guinea
0.4624,11480847745,54.26038062,3.395007342,9.796712803,26.94152421,241,34.8,35.94290657,3096030,2017,Mongolia
0.046,13489380931,42.42424242,91.08910891,56.06060606,276.503987,560,0.0505,1.515151515,467999,2017,Malta
0.84,9669741744,5,12.47401247,17.61904762,10.07863362,450,1.62,69.4047619,2755189,2017,Moldova
0.866,1661818168,13.92773447,12.86011286,12.21900123,5.167774125,450,1.62,73.8532643,2911385,2002,Moldova
20.282,3854235264,98.43110659,54.75701944,0.855760041,0.372506917,327,47.15,0.713133367,21000256,2002,Afghanistan
3.3241,71654134379,56.73716194,5.742097081,25.11958124,19.80022817,1996,109.2,18.14325682,16087418,2017,Guatemala
0.2819,12043276401,69.79166667,0.861552567,25.34722222,36.35075683,285,6.16,4.861111111,2204510,2013,Namibia
32.26,3.42558E+12,0.69467486,44.21600877,28.85811014,96.50196787,700,107,70.447215,82266372,2007,Germany
5.184,18399046025,89.35185185,12.96324081,10.16589506,4.989002537,1071,84,0.482253086,39439505,2005,Tanzania
0.5841,19088046306,12.30953604,0.19385994,66.64954631,28.29663041,1543,900,21.04091765,48616317,2000,"Congo, Dem. Rep."
10.573,1.06826E+11,87.7768191,50.75121202,10.19077749,8.406940485,346,29,2.032403413,33803527,2013,Morocco
57.307,4.20333E+11,90.37448086,23.01393518,4.77960423,6.723586303,1622,224.51,4.845914913,69578602,2013,Thailand
11.88675,1.90499E+11,33.03516975,15.40133454,22.42325676,9.439038926,565,55.1,44.54157349,45489648,2013,Ukraine
9.4971,8130258041,98.13522023,8.311832662,1.554158638,1.670994409,1500,198.2,0.310621137,26285110,2005,Nepal
439.2768894,1.75507E+13,38.8863109,27.83757221,13.06595956,40.35332261,715,2818,48.04772953,318386329,2014,United States
0.591091667,11902564401,39.89792897,5.407974992,51.75593182,34.34158636,1180,39,8.346139206,29629804,2007,Uganda
1.312857143,11930171468,50.11615195,12.13025171,31.13555616,11.03511061,2051,10.823,18.74829188,2689660,2006,Jamaica
3.298,5609000000,99.48453608,24.52774059,0.454821104,1.796920353,282,6,0.060642814,14864221,2017,Somalia
0.2502,1.98728E+11,36.41006,431.3793103,61.13877186,585.8577803,74,0.056,2.451168135,2035501,2013,Qatar
0.259,47758736932,22.74131274,1.867339582,50.34749035,171.036437,656,15.46,26.91119691,2828403,2017,Lithuania
33.231,15591182545,88.55573591,5.801501397,9.951664201,1.0181087,2091,1002.8,1.492599891,48445647,2007,Myanmar
8.411,7.65573E+11,1.259095449,15.96924245,14.70728111,91.02042214,778,11,84.03124554,16939923,2015,Netherlands
0.2819,11431334447,69.79166667,0.861552567,25.34722222,31.17293796,285,6.16,4.861111111,2099271,2010,Namibia
22.943,6.88586E+11,82.22698073,955.9583333,13.49036403,28.77861397,59,2.4,4.282655246,34193122,2017,Saudi Arabia
0.823969697,7196260657,73.76889412,0.626735907,17.91769335,25.00780876,1130,117,8.313412526,5286512,2002,Paraguay
20.282,6971379033,98.1696273,54.75701944,0.99838511,0.481810611,327,47.15,0.831987591,25442944,2006,Afghanistan
4.03,1.25174E+11,12.71406692,6.960276339,14.02747482,31.06058734,589,6,73.25845825,9843028,2015,Hungary
0.20958,31734065934,60.77588289,361.3448276,37.00661868,221.3590214,74,0.056,2.21749843,777943,2004,Qatar
0.0047,3697351597,0,15.66666667,94.91525424,849.8318888,1972,0.03,5.084745763,416738,2014,Maldives
0.28484,825394490.2,77.93849178,10.36535662,16.37410476,7.317622947,1274,10.06,5.687403455,6648938,2002,Burundi
0.0044,1336692593,15.65217391,8.461538462,62.60869565,303.793771,1030,0.052,21.73913043,89941,2015,Antigua and Barbuda
0.0849,4189915667,58.89281508,0.29737303,29.79976443,49.9775308,2592,28.55,11.30742049,913453,2013,Fiji
2.115126,97645448284,0.972017838,352.521,46.42937257,71.41757605,2497,0.6,52.59860959,4114826,2003,Singapore
58.9,62081323299,92.29202037,168.9131058,4.091680815,1.618384778,206,16.34,3.616298812,32388600,2017,Uzbekistan
1.455828571,5224213018,81.01550015,2.539826538,15.30407161,5.219394303,2280,156.21,3.68042824,5259006,2002,Nicaragua
2.264,39697891352,3.605112384,16.32299928,5.947553989,17.10548177,656,15.46,63.74749975,3231294,2007,Lithuania
0.6836,47568210069,10.51784669,0.226883505,68.00760679,62.3449602,1543,900,21.47454652,87087355,2018,"Congo, Dem. Rep."
3.645142857,53872425917,63.47846616,2.970776575,25.07756905,33.79473985,1732,327,11.44396479,3880500,2001,New Zealand
12.946,40713812310,87.36289201,90.78541374,6.218136876,4.318686227,1712,52.8,6.418971111,19983984,2008,Sri Lanka
598.8,8.53223E+12,64.31294547,43.73292824,12.08354053,14.90706023,645,2812.9,23.60351401,1354190000,2012,China
30.992,2.66059E+12,12.52308476,27.13122647,18.09526842,75.3275049,867,200,69.38164682,64021737,2007,France
49.30444444,17330833853,90.160966,141.3950228,7.029882252,0.889786684,206,16.34,2.809151752,26488250,2006,Uzbekistan
9.236,1.54564E+11,90.93854628,18.6850091,9.351306837,23.6035998,652,58,2.53249091,10902022,2002,Greece
84.45,4.18285E+12,66.21382162,38.82758621,19.23213231,47.41063287,1668,430,14.55404607,127445000,2002,Japan
5.758,7131773633,94.78985759,3.753585398,2.257728378,1.72150896,1834,190.4,2.952414033,6323418,2010,Lao PDR
26.935,32338079165,96.19454242,118.6563877,3.527009467,3.129920355,250,4,0.278448116,43232093,2019,Sudan
2.459593404,19040312815,89.21704383,13.07598832,10.56033839,7.687027925,686,25.8,0.222617782,14751356,2016,Senegal
78.89,1.27653E+11,83.13475968,24.11800673,7.412289596,2.394495632,2348,479,9.45295072,87901835,2006,Philippines
85.86714704,3.76823E+11,78.99508386,26.25103853,9.497625716,4.614393295,2348,479,11.50729042,110380804,2019,Philippines
9.9158,99290381000,81.4277072,6.782352941,13.0369026,10.01335051,2274,442.4,5.5353902,16195902,2015,Ecuador
6.958,80656000000,64.93749102,23.93944607,24.42879724,11.99055004,1335,38.12,10.63371174,11332026,2014,Cuba
65.33333333,4.30348E+11,19.93957704,4.1548883,20.24169184,14.10423341,460,4312,59.81873112,144648618,2003,Russian Federation
1.068,4495264161,94.19475655,77.55991285,3.867041199,4.124378505,788,2.64,1.938202247,1169613,2019,Eswatini
0.79915,9909548411,40.33662217,19.34051307,32.97784871,10.8363625,619,5.4,26.68552912,2046898,2008,North Macedonia
0.0253,1107571017,92.59259259,8.433333333,5.925925926,47.64389216,228,0.3,1.481481482,498884,2006,Cabo Verde
41.80477273,7.38982E+11,8.102637627,4.305331898,13.69626178,28.33504119,537,2850,78.20110059,31020902,2001,Canada
0.637,35353060634,40.65934066,5.82799634,51.49136578,62.16647913,1180,39,7.849293564,42949080,2019,Uganda
0.8089,3.21995E+11,33.60244989,21.87398594,57.21046771,350.9632442,703,6,9.187082405,5547683,2010,Denmark
5.72,76684175824,83.19039451,817.1428571,12.00686106,11.99900449,56,0.7,4.802744425,6477793,2018,Libya
0.0456,65712180343,0.877192983,3.781094527,95.61403509,1401.155872,934,1,3.50877193,596336,2017,Luxembourg
9.9158,41507085000,81.4277072,6.782352941,13.0369026,6.821997469,2274,442.4,5.5353902,13770012,2005,Ecuador
1.452844444,10224897935,90.48348758,6.198141828,7.862253701,5.987299509,151,3.5,1.654258721,18653199,2013,Niger
208.964375,8.90815E+11,84.45007584,27.87306589,10.07741777,3.928076331,2702,2018.7,5.472506393,256229761,2014,Indonesia
0.25,1.75838E+11,25.08178844,431.0344828,70.88331516,670.0605116,74,0.056,4.034896401,2807235,2019,Qatar
3.3241,73328024537,56.73716194,5.742097081,25.11958124,20.47479688,1996,109.2,18.14325682,16346950,2018,Guatemala
0.222445455,18504760638,40.5548854,191.7633229,54.13027744,95.08715741,83,0.004,5.314837153,970981,2006,Bahrain
2.965419048,23577286227,58.01540937,5.12250656,23.60318465,14.03739224,1996,109.2,18.38140598,12682108,2004,Guatemala
1.341284444,17601620000,67.56373938,8.367339017,22.3796034,15.0580818,1784,15.63,10.05665722,6091188,2009,El Salvador
92.95,4.57955E+11,92.17577706,81.28908129,6.645230439,4.778883706,228,128.5,1.178992497,83306231,2016,"Iran, Islamic Rep."
2.265101667,1.27808E+11,0.940825177,377.5169444,46.44879968,78.71860547,2497,0.6,52.61037515,4265762,2005,Singapore
1.7846,14594249023,24.02779334,5.882003955,46.59307408,16.09867354,618,34,29.37913258,9865548,2002,Belarus
11.8382,2.5511E+11,9.151338918,40.97680858,18.5448096,26.64526872,600,53.6,72.30385148,38182222,2004,Poland
36.12,1.49147E+12,66.22736127,49.24335378,15.05795239,33.08937892,636,111.2,18.71468634,46362946,2009,Spain
0.2521,2.06225E+11,35.1406101,434.6551724,54.68303146,612.4583655,74,0.056,10.17635844,2214465,2014,Qatar
0.05942,21230182989,0.321839081,4.927031509,77.19386973,679.3981936,934,1,22.20689655,436300,2000,Luxembourg
12.98476,16536535647,90.29046359,91.057223,4.776368604,2.977990533,1712,52.8,4.933167806,19062476,2002,Sri Lanka
3.565,19061978586,90.74333801,169.7619048,7.433380084,14.75799165,167,2.1,1.823281907,21966298,2006,"Yemen, Rep."
5.201,1.46518E+11,61.661219,4.238793806,15.57392809,29.60730861,1732,327,22.76485291,4350700,2010,New Zealand
27.865,35799714286,94.29777492,143.5600206,2.700865708,1.284755582,161,1.405,3.001359376,5766431,2015,Turkmenistan
0.196327273,10730763099,37.80355201,2.052988317,44.40467561,61.16733283,416,2.4,17.79177238,2007320,2008,Botswana
0.598307692,4220019243,57.63489272,0.920473373,33.86894813,10.18541481,1651,226,8.496159144,9330625,2006,Guinea
1.009125,5314909954,67.19930633,4.398975589,23.3865973,20.67604893,1187,30.3,9.414096371,20195577,2001,Ghana
9.731201203,1.89382E+11,72.70392365,19.55234318,10.84069559,20.58840869,854,38,16.45538076,10483861,2004,Portugal
9.4762,24468324000,85.20425388,6.481668947,10.38614112,5.859177034,2274,442.4,4.409604997,12845521,2001,Ecuador
0.08426,2708078477,59.34013767,0.295131349,29.45644434,44.25435784,2592,28.55,11.20341799,866694,2004,Fiji
0.0198,21357344847,5.050505051,0.183503244,79.7979798,702.6971848,2156,26,15.15151515,1144588,2011,Equatorial Guinea
35.87,1.28638E+11,87.81711737,5.723339482,10.03624198,4.261471056,2666,105,2.146640647,150211005,2011,Bangladesh
1.129222222,2.59171E+11,7.682075158,5.434178163,60.35916196,207.7551126,1118,49,31.95876289,4657740,2014,Ireland
6.396884849,85332581189,59.81215649,90.00822919,32.96862318,18.3607041,89,11.247,7.219220334,32510186,2004,Algeria
0.0429,1664816741,70.86247086,14.3,29.13752914,42.11184037,2301,0.3,0,173978,2013,St. Lucia
61.86666667,2.04593E+12,19.93957704,3.934424839,20.24169184,21.0847334,460,4312,59.81873112,142960908,2011,Russian Federation
0.101,1233000000,67.72277228,1.260294485,11.28712871,14.96378074,1705,15.26,20.99009901,255987,2002,Belize
0.1391,16867326390,28.97196262,0.502166065,60.891445,106.9514381,1831,164,10.13659238,2192012,2018,Gabon
1.172,2028551628,91.38225256,28.26821032,8.447098976,1.672447691,1500,8.215,0.170648464,1280438,2019,Timor-Leste
21.46175,7.46647E+11,83.73388437,894.2395833,12.26809218,28.25104899,59,2.4,3.998023449,31482498,2013,Saudi Arabia
1.3568,6047813437,85.9375,17.50483809,10.546875,4.569297753,1181,16.14,3.515625,16477966,2014,Malawi
3.026,4.00937E+11,27.92042563,2.301140684,31.33406034,117.6890496,1414,382,40.74551403,4709153,2007,Norway
0.510533333,10409797649,48.8835205,3.748409202,14.16166101,16.43201003,241,34.8,36.95481849,2743938,2011,Mongolia
6.069789474,2.97952E+11,45.64504373,3.112712551,24.45335277,40.35891488,2875,580,29.9016035,29184133,2011,Malaysia
57.307,3.70819E+11,90.37448086,23.01393518,4.77960423,6.105416453,1622,224.51,4.845914913,68712846,2011,Thailand
69.3,7.64017E+11,19.93957704,4.407149376,20.24169184,15.16656147,460,4312,59.81873112,143518814,2005,Russian Federation
